alpha,lam,estimand,point,ci_lo,ci_hi,sim_lo,sim_hi,p_two_sided_pointwise,n_cells,n_clusters,n_draws,bootstrap_draws,natural_censoring_rate,recensor_fraction,recensor_rate_total,recensor_rate_scored_mean,recensor_rate_scored_sd,crit_r0r3,crit_adid
0.98,0.25,R₃,-12.176525656131568,-17.212831177738998,-6.483408733844609,-19.816870525712968,-4.53618078655017,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.25,0.08821585903083701,0.09106607929515417,0.0020788745447010773,2.7627351157571503,
0.98,0.25,A,0.4114017448777414,-2.0539793433746887,3.947433814666356,-4.030009891345964,4.852813381101447,0.7888242235155297,5675,1135,50,50000,0.3530837004405286,0.25,0.08821585903083701,0.09106607929515417,0.0020788745447010773,,2.8947897623465555
0.98,0.25,DiD,-0.8862649629913495,-1.6765131187297886,-0.3959591913935185,-1.8391669552094716,0.06663702922677261,0.00023999520009599807,5675,1135,50,50000,0.3530837004405286,0.25,0.08821585903083701,0.09106607929515417,0.0020788745447010773,,2.8947897623465555
0.98,0.5,R₀,-12.96622833426126,-18.304406777724125,-7.405939713412784,-20.70209275717712,-5.230363911345398,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,2.7627351157571503,
0.98,0.5,R₃,-11.14706273371009,-16.613477599020026,-4.807782356291609,-19.631621201703254,-2.662504265716926,0.00011999760004799904,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,2.7627351157571503,
0.98,0.5,A,1.8191656005511696,-1.0362655965233993,6.36758246711578,-3.6648650763029273,7.303196277405267,0.25315493690126195,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,,2.8947897623465555
0.98,0.5,DiD,-2.2940288186647777,-4.3449421543640945,-1.1464436020339372,-4.675783467692899,0.08772583036334325,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.5,0.1765418502202643,0.18265022026431715,0.0021098002016327637,,2.8947897623465555
0.98,0.75,R₀,-13.39139408193665,-19.55489509932947,-7.086128664808504,-22.23031487450684,-4.552473289366462,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,2.7627351157571503,
0.98,0.75,R₃,-9.454571959470506,-15.645160855837592,-2.0895632163396596,-19.300663929306175,0.39152001036516104,0.006159876802463951,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,2.7627351157571503,
0.98,0.75,A,3.9368221224661433,0.30128232257155513,10.34470826939152,-3.5334625990271267,11.407106843959413,0.030479390412191755,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,,2.8947897623465555
0.98,0.75,DiD,-4.411685340579751,-8.695859452115382,-2.2110145424301098,-9.257696918867008,0.4343262377075048,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,0.75,0.2647577092511013,0.273152422907489,0.0020484781605284476,,2.8947897623465555
0.98,1.0,R₀,-13.912701510796644,-21.801212395704674,-6.490551740689802,-24.725904018922304,-3.099499002670985,7.999840003199936e-05,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,2.7627351157571503,
0.98,1.0,R₃,-6.494994116979829,-13.942595923929277,3.2024897144958704,-19.110579129453,6.120590895493345,0.23723525529489412,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,2.7627351157571503,
0.98,1.0,A,7.417707393816816,2.1835295997781605,18.324254328572827,-4.611639652721827,19.44705444035546,0.0009599808003839923,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,,2.8947897623465555
0.98,1.0,DiD,-7.892570611930424,-17.179750572974147,-3.8561114971393144,-17.81973922855589,2.0345980046950416,3.999920001599968e-05,5675,1135,50,50000,0.3530837004405286,1.0,0.3530837004405286,0.3645814977973568,0.0,,2.8947897623465555
